"timestamp","inputBitrate","demuxBitrate","demuxCorrupted","demuxDiscontinuity","sendBitrate","framesDisplayed","playedAudioBuffers","decodedVideo","decodedAudio","framesDisplayedAux","playedAudioBuffersAux","decodedVideoAux","decodedAudioAux","framesDisplayedCalc","playedAudioBuffersCalc","decodedVideoCalc","decodedAudioCalc"
1625762723,0,0,0,0,0,4352,10318,8838,20655,4332,10270,8798,20559,20,48,40,96
1625762724,0,0,0,0,0,4372,10365,8878,20749,4352,10318,8838,20655,20,47,40,94
1625762725,0,0,0,0,0,4387,10401,8908,20821,4372,10365,8878,20749,15,36,30,72
1625762726,0,0,0,0,0,4407,10449,8948,20917,4387,10401,8908,20821,20,48,40,96
1625762727,0,0,0,0,0,4422,10484,8978,20988,4407,10449,8948,20917,15,35,30,71
1625762728,0,0,0,0,0,4442,10532,9018,21084,4422,10484,8978,20988,20,48,40,96
1625762729,0,0,0,0,0,4462,10580,9058,21180,4442,10532,9018,21084,20,48,40,96
1625762730,0,0,0,0,0,4477,10616,9088,21252,4462,10580,9058,21180,15,36,30,72
1625762731,0,0,0,0,0,4497,10664,9128,21348,4477,10616,9088,21252,20,48,40,96
1625762732,0,0,0,0,0,4513,10699,9160,21418,4497,10664,9128,21348,16,35,32,70
1625762733,0,0,0,0,0,4530,10742,9194,21504,4513,10699,9160,21418,17,43,34,86
1625762734,0,0,0,0,0,4551,10790,9236,21600,4530,10742,9194,21504,21,48,42,96
1625762735,0,0,0,0,0,4570,10838,9274,21696,4551,10790,9236,21600,19,48,38,96
1625762737,0,0,0,0,0,4581,10864,9296,21748,4570,10838,9274,21696,11,26,22,52
1625762738,0,0,0,0,0,4619,10965,9373,21950,4581,10864,9296,21748,38,101,77,202
1625762739,0,0,0,0,0,4634,11001,9403,22022,4619,10965,9373,21950,15,36,30,72
1625762740,0,0,0,0,0,4654,11049,9443,22118,4634,11001,9403,22022,20,48,40,96
1625762741,0,0,0,0,0,4674,11097,9483,22214,4654,11049,9443,22118,20,48,40,96
1625762742,0,0,0,0,0,4689,11132,9513,22284,4674,11097,9483,22214,15,35,30,70
