"timestamp","inputBitrate","demuxBitrate","demuxCorrupted","demuxDiscontinuity","sendBitrate","framesDisplayed","playedAudioBuffers","decodedVideo","decodedAudio","framesDisplayedAux","playedAudioBuffersAux","decodedVideoAux","decodedAudioAux","framesDisplayedCalc","playedAudioBuffersCalc","decodedVideoCalc","decodedAudioCalc"
1621899509,0,0,0,0,0,5011,9413,10467,18838,4985,9366,10415,18744,26,47,52,94
1621899510,0,0,0,0,0,5037,9459,10519,18930,5011,9413,10467,18838,26,46,52,92
1621899511,0,0,0,0,0,5062,9504,10569,19020,5037,9459,10519,18930,25,45,50,90
1621899512,0,0,0,0,0,5082,9540,10609,19092,5062,9504,10569,19020,20,36,40,72
1621899513,0,0,0,0,0,5108,9587,10661,19186,5082,9540,10609,19092,26,47,52,94
1621899514,0,0,0,0,0,5133,9632,10711,19276,5108,9587,10661,19186,25,45,50,90
1621899515,0,0,0,0,0,5152,9666,10749,19344,5133,9632,10711,19276,19,34,38,68
1621899516,0,0,0,0,0,5178,9712,10801,19436,5152,9666,10749,19344,26,46,52,92
1621899517,0,0,0,0,0,5204,9759,10853,19530,5178,9712,10801,19436,26,47,52,94
1621899518,0,0,0,0,0,5223,9803,10895,19619,5204,9759,10853,19530,19,44,42,89
1621899519,0,0,0,0,0,5227,9839,10923,19691,5223,9803,10895,19619,4,36,28,72
1621899520,0,0,0,0,0,5242,9887,10963,19787,5227,9839,10923,19691,15,48,40,96
1621899521,0,0,0,0,0,5257,9923,10993,19859,5242,9887,10963,19787,15,36,30,72
1621899522,0,0,0,0,0,5277,9970,11033,19954,5257,9923,10993,19859,20,47,40,95
1621899523,0,0,0,0,0,5297,10018,11073,20050,5277,9970,11033,19954,20,48,40,96
1621899524,0,0,0,0,0,5312,10054,11103,20122,5297,10018,11073,20050,15,36,30,72
1621899525,0,0,0,0,0,5332,10101,11143,20216,5312,10054,11103,20122,20,47,40,94
1621899526,0,0,0,0,0,5347,10137,11173,20288,5332,10101,11143,20216,15,36,30,72
1621899527,0,0,0,0,0,5367,10185,11213,20384,5347,10137,11173,20288,20,48,40,96
1621899528,0,0,0,0,0,5387,10233,11253,20480,5367,10185,11213,20384,20,48,40,96
1621899529,0,0,0,0,0,5402,10269,11283,20552,5387,10233,11253,20480,15,36,30,72
1621899530,0,0,0,0,0,5422,10317,11323,20648,5402,10269,11283,20552,20,48,40,96
1621899531,0,0,0,0,0,5437,10353,11353,20720,5422,10317,11323,20648,15,36,30,72
1621899532,0,0,0,0,0,5457,10401,11393,20816,5437,10353,11353,20720,20,48,40,96
1621899533,0,0,0,0,0,5477,10448,11433,20910,5457,10401,11393,20816,20,47,40,94
1621899534,0,0,0,0,0,5492,10484,11463,20982,5477,10448,11433,20910,15,36,30,72
1621899535,0,0,0,0,0,5512,10532,11503,21078,5492,10484,11463,20982,20,48,40,96
1621899536,0,0,0,0,0,5527,10568,11533,21150,5512,10532,11503,21078,15,36,30,72
1621899537,0,0,0,0,0,5547,10616,11573,21246,5527,10568,11533,21150,20,48,40,96
1621899538,0,0,0,0,0,5562,10663,11604,21340,5547,10616,11573,21246,15,47,31,94
1621899539,0,0,0,0,0,5569,10699,11650,21412,5562,10663,11604,21340,7,36,46,72
1621899540,0,0,0,0,0,5582,10742,11684,21498,5569,10699,11650,21412,13,43,34,86
1621899541,0,0,0,0,0,5607,10787,11734,21588,5582,10742,11684,21498,25,45,50,90
1621899542,0,0,0,0,0,5634,10834,11788,21683,5607,10787,11734,21588,27,47,54,95
1621899543,0,0,0,0,0,5653,10868,11826,21751,5634,10834,11788,21683,19,34,38,68
1621899544,0,0,0,0,0,5679,10915,11878,21845,5653,10868,11826,21751,26,47,52,94
1621899545,0,0,0,0,0,5704,10960,11928,21935,5679,10915,11878,21845,25,45,50,90
1621899546,0,0,0,0,0,5725,11004,11973,22024,5704,10960,11928,21935,21,44,45,89
1621899547,0,0,0,0,0,5729,11040,12000,22096,5725,11004,11973,22024,4,36,27,72
1621899548,0,0,0,0,0,5744,11088,12040,22192,5729,11040,12000,22096,15,48,40,96
1621899549,0,0,0,0,0,5764,11135,12080,22286,5744,11088,12040,22192,20,47,40,94
1621899550,0,0,0,0,0,5778,11179,12107,22374,5764,11135,12080,22286,14,44,27,88
1621899551,0,0,0,0,0,5784,11213,12165,22442,5778,11179,12107,22374,6,34,58,68
1621899552,0,0,0,0,0,5799,11259,12179,22534,5784,11213,12165,22442,15,46,14,92
1621899553,0,0,0,0,0,5832,11305,12245,22626,5799,11259,12179,22534,33,46,66,92
1621899554,0,0,0,0,0,5857,11351,12300,22718,5832,11305,12245,22626,25,46,55,92
1621899555,0,0,0,0,0,5859,11387,12328,22790,5857,11351,12300,22718,2,36,28,72
1621899556,0,0,0,0,0,5874,11434,12368,22884,5859,11387,12328,22790,15,47,40,94
1621899557,0,0,0,0,0,5889,11470,12398,22956,5874,11434,12368,22884,15,36,30,72
